Record_number,Study_number,Author,Site_name,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,TAIR1,TAIR2,TAIR3,TAIR4,TAIR5,TAIR6,TAIR7,TAIR8,TAIR9,TAIR10,TAIR11,TAIR12,Rs1,Rs2,Rs3,Rs4,Rs5,Rs6,Rs7,Rs8,Rs9,Rs10,Rs11,Rs12
5421,6984,Han,National Field Research Station of Agro-Ecosystem,1,47.43,128.63,240,None,,,1,Zea mays,Temperate,Agriculture,Managed,1.5,550,,1.5,528,Gas chromatography,3.5,0.75,Comparison,215.2,23.9,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-10,25,58,0.23,10,17.42,0.051,0,,,Mixed,1.21,47.25,128.75,600.01,0.06,623.7,0.12,2010,108.012,0.798,0.219,4.77,TAIR_4,0.75,Figure 1 ab and TAIR_Del,-22.8,-21.1,-12.3,0.3,11.9,21.3,19.9,18.7,11.9,3.1,-7.7,-21.8,,,,,,,,,,,,
5422,6984,Han,National Field Research Station of Agro-Ecosystem,1,47.43,128.63,240,None,,,1,Glycine max,Temperate,Agriculture,Managed,1.5,550,,1.5,528,Gas chromatography,3.5,0.75,Comparison,315.1,26.8,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-10,25,58,0.13,10,22.81,0.043,0,,,Mixed,1.46,47.25,128.75,600.01,0.06,623.7,0.12,2010,108.012,0.798,0.219,4.77,TAIR_4,0.75,Figure 1 ab and TAIR_Del,-22.8,-21.1,-12.3,0.3,11.9,21.3,19.9,18.7,11.9,3.1,-7.7,-21.8,,,,,,,,,,,,
5423,6984,Han,National Field Research Station of Agro-Ecosystem,1,47.43,128.63,240,None,,,1,Triticum aestivum,Temperate,Agriculture,Managed,1.5,550,,1.5,528,Gas chromatography,3.5,0.75,Comparison,170.9,3.4,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-10,25,60,0.35,10,7.57,0.081,0,,,Mixed,0.71,47.25,128.75,600.01,0.06,623.7,0.12,2010,108.012,0.798,0.219,4.77,TAIR_4,0.75,Figure 1 ab and TAIR_Del,-22.8,-21.1,-12.3,0.3,11.9,21.3,19.9,18.7,11.9,3.1,-7.7,-21.8,,,,,,,,,,,,
5433,7053,Jin,Zhangzhou Mangrove Nature Reserve,1,24.4,117.91,,None,,,,Kandelia candel,Subtropical,Wetland,Natural,21,1371,,21,1628,IRGA,30,1,,650,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,30,,,5,0.103,0.119,0,,,Negative,0.339,24.25,117.75,1284.22,20.65,970.9,20.75,2011,270.718,0.486,-1.157,20.21,,1,Figure 6,10.1,13.2,14.2,20,22.8,27.5,28.1,28.2,26.7,23,20.8,14.4,,,,,,,,,,,,
5461,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,14,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1430.1,62.5,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,1062.5,15.36,2002,158.652,0.636,-0.489,15.19,,1,Table 3,5.2,6.2,10.2,16.9,18.8,24.9,26.3,25.2,22.1,15.7,8.2,4.6,,,,,,,,,,,,
5462,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,15,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1331.1,126,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,1429.6,14.33,2003,158.652,0.636,1.824,14.53,,1,Table 3,2,3.7,10.6,13.6,18.5,22.4,24.7,25,20.6,14.4,12.2,4.3,,,,,,,,,,,,
5463,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,16,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1541.5,127.9,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,1017.6,15.07,2004,158.652,0.636,-0.773,14.97,,1,Table 3,2.5,3.3,10.8,14.8,22.1,23.9,26,23.8,21.4,16,10.9,5.3,,,,,,,,,,,,
5464,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,17,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1560.2,152.3,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,1017.6,14.95,2005,158.652,0.636,-0.773,14.86,,1,Table 3,5.2,5.4,7.8,13.9,17.5,23.5,27,26.1,23.6,15.7,10,3.7,,,,,,,,,,,,
5465,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,18,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1333.3,238.6,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,1143,15.03,2006,158.652,0.636,0.018,15.2,,1,Table 3,7.2,4.9,10,15.9,17.5,22.6,25.5,25.8,20.2,13.6,9.6,7.6,,,,,,,,,,,,
5466,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,19,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1639.9,178.3,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,843.5,15.78,2007,158.652,0.636,-1.87,16.12,,1,Table 3,6.3,3.3,12.1,14.5,19.2,23.4,24.5,27.9,23,18.2,8.8,8.1,,,,,,,,,,,,
5467,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,20,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1203.9,228.5,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,1216.8,14.88,2008,158.652,0.636,0.483,14.91,,1,Table 3,3.8,6.9,10.7,14.4,18.3,25.3,24.4,24.2,21.3,13.7,7.6,8,,,,,,,,,,,,
5468,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,22,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1338.2,150.5,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,1127.5,14.85,2009,158.652,0.636,-0.08,14.95,,1,Table 3,3.2,6.1,9.6,15.3,20.2,24.2,24.5,25.2,20.8,14.7,10.2,4.2,,,,,,,,,,,,
5469,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,22,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1242.5,169.3,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,955.8,14.81,2010,158.652,0.636,-1.162,14.87,,1,Table 3,2.2,1.7,10.2,16.3,21.2,25.9,26.3,25.7,23.3,15.6,8.6,0.7,,,,,,,,,,,,
5470,7290,Oishi,Duke Forest,10,35.97,-79.13,160,None,,,23,Pinus taeda,Temperate,Forest,Managed,,,,,,IRGA,0.375,1,,1229.3,175.5,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.775,10,2.0725,0.122817749,10,,,,2.0725,35.75,-79.25,1140.16,14.5,1081.1,15.39,2011,158.652,0.636,-0.372,14,,1,Table 3,1.7,6.3,9.8,15.9,19.8,25.1,27.1,25.4,21.7,13.8,10.4,7.7,,,,,,,,,,,,
5471,7290,Oishi,Duke Forest,6,35.97,-79.13,160,None,,,88,Liriodendron tulipifera; Liquidarmar styraciflua; Carya spp.; Quercus spp.,Temperate,Forest,Natural,,,,,,IRGA,0.375,1,,1161.9,273.7,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.71,10,1.59,0.108856195,10,,,,1.59,35.75,-79.25,1140.16,14.5,1062.5,15.36,2002,158.652,0.636,-0.489,15.58,,1,Table 3,5.2,6.2,10.2,16.9,18.8,24.9,26.3,25.2,22.1,15.7,8.2,4.6,,,,,,,,,,,,
5472,7290,Oishi,Duke Forest,6,35.97,-79.13,160,None,,,89,Liriodendron tulipifera; Liquidarmar styraciflua; Carya spp.; Quercus spp.,Temperate,Forest,Natural,,,,,,IRGA,0.375,1,,1231.3,333.1,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.71,10,1.59,0.108856195,10,,,,1.59,35.75,-79.25,1140.16,14.5,1429.6,14.33,2003,158.652,0.636,1.824,15.17,,1,Table 3,2,3.7,10.6,13.6,18.5,22.4,24.7,25,20.6,14.4,12.2,4.3,,,,,,,,,,,,
5473,7290,Oishi,Duke Forest,6,35.97,-79.13,160,None,,,90,Liriodendron tulipifera; Liquidarmar styraciflua; Carya spp.; Quercus spp.,Temperate,Forest,Natural,,,,,,IRGA,0.375,1,,1317.4,302.7,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.71,10,1.59,0.108856195,10,,,,1.59,35.75,-79.25,1140.16,14.5,1017.6,15.07,2004,158.652,0.636,-0.773,15.4,,1,Table 3,2.5,3.3,10.8,14.8,22.1,23.9,26,23.8,21.4,16,10.9,5.3,,,,,,,,,,,,
5474,7290,Oishi,Duke Forest,6,35.97,-79.13,160,None,,,91,Liriodendron tulipifera; Liquidarmar styraciflua; Carya spp.; Quercus spp.,Temperate,Forest,Natural,,,,,,IRGA,0.375,1,,1268.6,336.6,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.71,10,1.59,0.108856195,10,,,,1.59,35.75,-79.25,1140.16,14.5,1017.6,14.95,2005,158.652,0.636,-0.773,15.22,,1,Table 3,5.2,5.4,7.8,13.9,17.5,23.5,27,26.1,23.6,15.7,10,3.7,,,,,,,,,,,,
5475,7290,Oishi,Duke Forest,6,35.97,-79.13,160,None,,,92,Liriodendron tulipifera; Liquidarmar styraciflua; Carya spp.; Quercus spp.,Temperate,Forest,Natural,,,,,,IRGA,0.375,1,,1063.3,329,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.71,10,1.59,0.108856195,10,,,,1.59,35.75,-79.25,1140.16,14.5,1143,15.03,2006,158.652,0.636,0.018,15,,1,Table 3,7.2,4.9,10,15.9,17.5,22.6,25.5,25.8,20.2,13.6,9.6,7.6,,,,,,,,,,,,
5476,7290,Oishi,Duke Forest,6,36.2,-79.28,212,None,,,34,Pinus taeda,Temperate,Forest,Unmanaged,,,,,,IRGA,0.375,1,,1219.7,321.2,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.66,10,1.46,0.099694863,10,,,,1.46,36.25,-79.25,1088.02,14.49,1045.2,14.63,2004,163.498,0.592,-0.262,17,,1,Table 3,2.2,3.1,10.5,14.5,21.6,22.9,24.9,23.1,20.9,15.7,10.9,5.3,,,,,,,,,,,,
5477,7290,Oishi,Duke Forest,6,36.2,-79.28,212,None,,,35,Pinus taeda,Temperate,Forest,Unmanaged,,,,,,IRGA,0.375,1,,1096.7,388.4,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.66,10,1.46,0.099694863,10,,,,1.46,36.25,-79.25,1088.02,14.49,1045.2,14.98,2005,163.498,0.592,-0.262,16,,1,Table 3,5.3,5.8,7.8,14,17.2,23.4,26.6,25.8,23.2,16,10.9,3.8,,,,,,,,,,,,
5478,7290,Oishi,Duke Forest,6,36.2,-79.28,212,None,,,36,Pinus taeda,Temperate,Forest,Unmanaged,,,,,,IRGA,0.375,1,,782.1,294.9,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.66,10,1.46,0.099694863,10,,,,1.46,36.25,-79.25,1088.02,14.49,1094.7,15.16,2006,163.498,0.592,0.041,14,,1,Table 3,8,5.5,10.4,16.4,17.7,22.5,25.2,25.7,19.6,13.5,10.1,7.3,,,,,,,,,,,,
5479,7530,Uribe,,2,40.59425,-3.916805556,985,None,,,40,Quercus ilex,Mediterranean,Forest,Natural,14,655,,14,,IRGA,30,1,,970,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,4,24,323,0.13,10,1.88,1.38,10,,,,,40.75,-3.75,758.82,14.05,650.4,15.27,2009,131.472,0.594,-0.825,16,,1,Figure 1 and 2 and 3,3.4,7.2,11.9,11.1,18.8,23.3,26.5,27.3,20.5,17.4,10.6,5.2,,,,,,,,,,,,
5480,7530,Uribe,,2,40.59436111,-3.917138889,986,None,,,4,Quercus ilex,Mediterranean,Forest,Natural,14,655,,14,,IRGA,30,1,,450,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,4,24,348,0.04,10,1.15,1.12,10,,,,,40.75,-3.75,758.82,14.05,650.4,15.27,2009,131.472,0.594,-0.825,16,,1,Figure 1 and 2 and 3,3.4,7.2,11.9,11.1,18.8,23.3,26.5,27.3,20.5,17.4,10.6,5.2,,,,,,,,,,,,
5481,7530,Uribe,,2,40.56883333,-4.134666667,1020,None,,,50,Quercus pyrenaica,Mediterranean,Forest,Natural,13,788,,13,,IRGA,30,1,,1010,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,4,24,426,0.22,10,2.3,1.67,10,,,,,40.75,-4.25,657.46,10.96,553.1,12.13,2009,127.763,0.772,-0.817,15,,1,Figure 1 and 2 and 3,1.7,4.6,8.4,7.5,15.1,19.5,22.1,23.5,17.4,14.4,7.8,3.5,,,,,,,,,,,,
5482,7530,Uribe,,2,40.52,-4.134777778,1017,None,,,6,Quercus pyrenaica,Mediterranean,Forest,Natural,13,788,,13,,IRGA,30,1,,790,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,4,24,440,0.08,10,1.71,1.31,10,,,,,40.75,-4.25,657.46,10.96,553.1,12.13,2009,127.763,0.772,-0.817,15,,1,Figure 1 and 2 and 3,1.7,4.6,8.4,7.5,15.1,19.5,22.1,23.5,17.4,14.4,7.8,3.5,,,,,,,,,,,,
5483,7530,Uribe,,2,40.72255556,-4.116694444,1409,None,,,120,Pinus sylvestris,Mediterranean,Forest,Natural,8,895,,8,,IRGA,30,1,,1380,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,4,20,420,0.13,10,3.18,1.68,10,,,,,40.75,-4.25,657.46,10.96,553.1,12.13,2009,127.763,0.772,-0.817,13,,1,Figure 1 and 2 and 3,1.7,4.6,8.4,7.5,15.1,19.5,22.1,23.5,17.4,14.4,7.8,3.5,,,,,,,,,,,,
5484,7530,Uribe,,2,40.73569444,-4.100527778,1397,None,,,7,Pinus sylvestris,Mediterranean,Forest,Natural,8,895,,8,,IRGA,30,1,,1220,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,4,20,424,0.13,10,2.86,1.38,10,,,,,40.75,-4.25,657.46,10.96,553.1,12.13,2009,127.763,0.772,-0.817,13,,1,Figure 1 and 2 and 3,1.7,4.6,8.4,7.5,15.1,19.5,22.1,23.5,17.4,14.4,7.8,3.5,,,,,,,,,,,,
5486,7636,Yan,,1,37.73333333,112.3666667,,None,,,25,Pinus tabulaeformis; Pinus bungeana,Temperate,Forest,Natural,10,413.9,,,320.1,IRGA,17,1,,1733,223,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,20,22,0.67,,0.8666,0.1208,0,,,Mixed,,37.75,112.25,474.26,5.71,483.8,7.18,2006,98.165,0.714,0.097,11.43,,1,Table 1,-8.7,-5.2,2.1,9.6,14.7,18.8,21.3,18.8,13,9.1,-0.1,-7.2,,,,,,,,,,,,
5487,7636,Yan,,1,37.73333333,112.3666667,,None,,,25,Pinus tabulaeformis; Pinus bungeana,Temperate,Forest,Natural,10,413.9,,,370.5,IRGA,17,1,,1290,174,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-5,22,24,0.72,,0.8045,0.1073,0,,,Mixed,,37.75,112.25,474.26,5.71,546.8,6.88,2007,98.165,0.714,0.739,11,,1,Table 1,-9.3,-2.3,1,8,15.9,18.9,19.7,18.7,13.2,5.7,-0.6,-6.3,,,,,,,,,,,,
5488,7636,Yan,,1,37.73333333,112.3666667,,None,,,25,Pinus tabulaeformis; Pinus bungeana,Temperate,Forest,Natural,10,413.9,,,508.8,IRGA,17,1,,1487,443,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-3,22,23,0.83,,0.7743,0.125,0,,,Mixed,,37.75,112.25,474.26,5.71,441.8,6.28,2008,98.165,0.714,-0.331,10.32,,1,Table 1,-10.7,-8.3,2.4,8.3,14.5,17.3,20.6,18.9,13.4,7.1,-0.7,-7.4,,,,,,,,,,,,
5489,7636,Yan,,1,37.73333333,112.3666667,,None,,,25,Pinus tabulaeformis; Pinus bungeana,Temperate,Forest,Natural,10,413.9,,,341.6,IRGA,17,1,,1237,208,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,1,22,16,0.78,,0.7837,0.1136,0,,,Mixed,,37.75,112.25,474.26,5.71,672.3,6.52,2009,98.165,0.714,2.017,10.17,,1,Table 1,-10,-3.3,1.9,9.9,14.7,20.1,20.7,17.9,13,7.9,-5.4,-9.2,,,,,,,,,,,,
5490,7636,Yan,,1,37.73333333,112.3666667,,None,,,25,Pinus tabulaeformis; Pinus bungeana,Temperate,Forest,Natural,10,413.9,,,567.4,IRGA,17,1,,1343,288,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,25,17,0.4,,0.4673,0.1084,0,,,Mixed,,37.75,112.25,474.26,5.71,440.4,6.63,2010,98.165,0.714,-0.345,14.97,,1,Table 1,-8.5,-5.2,-0.6,5,14.7,19.8,22.1,18.6,13.7,6.5,0,-6.5,,,,,,,,,,,,
5491,7636,Yan,,1,37.73333333,112.3666667,,None,,,,Artemisia sacrorum; Bupleurum angustissimum; Artemisia lavandulaefolia,Temperate,Grassland,Natural,10,413.9,,,320.1,IRGA,17,1,,2051,307,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,20,22,0.63,,0.7682,0.1263,0,,,Mixed,,37.75,112.25,474.26,5.71,483.8,7.18,2006,98.165,0.714,0.097,12.52,,1,Table 1,-8.7,-5.2,2.1,9.6,14.7,18.8,21.3,18.8,13,9.1,-0.1,-7.2,,,,,,,,,,,,
5492,7636,Yan,,1,37.73333333,112.3666667,,None,,,,Artemisia sacrorum; Bupleurum angustissimum; Artemisia lavandulaefolia,Temperate,Grassland,Natural,10,413.9,,,370.5,IRGA,17,1,,1272,174,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-5,22,24,0.68,,0.6754,0.1018,0,,,Mixed,,37.75,112.25,474.26,5.71,546.8,6.88,2007,98.165,0.714,0.739,12.67,,1,Table 1,-9.3,-2.3,1,8,15.9,18.9,19.7,18.7,13.2,5.7,-0.6,-6.3,,,,,,,,,,,,
5493,7636,Yan,,1,37.73333333,112.3666667,,None,,,,Artemisia sacrorum; Bupleurum angustissimum; Artemisia lavandulaefolia,Temperate,Grassland,Natural,10,413.9,,,508.8,IRGA,17,1,,1461,496,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-3,22,23,0.83,,0.4889,0.1339,0,,,Mixed,,37.75,112.25,474.26,5.71,441.8,6.28,2008,98.165,0.714,-0.331,12.16,,1,Table 1,-10.7,-8.3,2.4,8.3,14.5,17.3,20.6,18.9,13.4,7.1,-0.7,-7.4,,,,,,,,,,,,
5494,7636,Yan,,1,37.73333333,112.3666667,,None,,,,Artemisia sacrorum; Bupleurum angustissimum; Artemisia lavandulaefolia,Temperate,Grassland,Natural,10,413.9,,,341.6,IRGA,17,1,,1260,197,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,1,22,16,0.76,,0.5793,0.1181,0,,,Mixed,,37.75,112.25,474.26,5.71,672.3,6.52,2009,98.165,0.714,2.017,12.04,,1,Table 1,-10,-3.3,1.9,9.9,14.7,20.1,20.7,17.9,13,7.9,-5.4,-9.2,,,,,,,,,,,,
5495,7636,Yan,,1,37.73333333,112.3666667,,None,,,,Artemisia sacrorum; Bupleurum angustissimum; Artemisia lavandulaefolia,Temperate,Grassland,Natural,10,413.9,,,567.4,IRGA,17,1,,1555,329,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,25,17,0.49,,0.5074,0.0961,0,,,Mixed,,37.75,112.25,474.26,5.71,440.4,6.63,2010,98.165,0.714,-0.345,17.95,,1,Table 1,-8.5,-5.2,-0.6,5,14.7,19.8,22.1,18.6,13.7,6.5,0,-6.5,,,,,,,,,,,,
5496,7702,Zhou,Jianfengling National Natural Reserve,2,18.73,108.88,870,None,,,,Mallotus hookerianus; Gironniera subaequali; Cryptocarya chinensis; Cyclobalanopsis patelliformis; Nephel iumtopengii,Tropical,Forest,Natural,19.66,2198,,,,IRGA,30,1,,1673,87,4.9,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,24,,0.61,5,0.91,0.078,0,,,Positive,,18.75,108.75,1070.89,24.17,1684.5,24.27,2012,252.069,0.415,2.434,19.94,,1,Table 1,17.6,18.7,21.9,25.9,27.4,27.4,27.6,27.4,26.6,25.3,24.3,21.1,,,,,,,,,,,,
5497,7702,Zhou,Jianfengling National Natural Reserve,2,18.73,108.87,880,None,,,50,Castanopsis tonkinensis; Schefera octophylla; Alniphyllum fortunei; Psychotria rubra; Blastus cochinchinensis,Tropical,Forest,Unmanaged,20,2198,,,,IRGA,30,1,,1510,26,4.44,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,14,24,,0.55,5,1.1,0.062,0,,,Positive,,18.75,108.75,1070.89,24.17,1684.5,24.27,2012,252.069,0.415,2.434,20.44,,1,Table 1,17.6,18.7,21.9,25.9,27.4,27.4,27.6,27.4,26.6,25.3,24.3,21.1,,,,,,,,,,,,
5511,8117,Xiao,Zigui National Forest Ecological Research Station,1.5,30.8,111.3,950,None,,,20,Pinus massoniana,Subtropical,Forest,Natural,18,1125,,,,IRGA,30,1,,734,484,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,24,,,5,0.513,0.081,0,,,None,1.153,30.75,111.25,1160.89,17.54,1021.1,17.71,2011,207.766,0.455,-0.673,12.64,,1,Description in Page 5,2.5,8.3,11.7,19.1,23.5,26.6,29.5,27.6,22.8,18.4,15.3,7.2,,,,,,,,,,,,
5512,8117,Xiao,Zigui National Forest Ecological Research Station,1.5,30.8,111.3,350,None,,,30,Pinus massoniana,Subtropical,Forest,Natural,18,1125,,,,IRGA,30,1,,757,378,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,26,,,5,0.513,0.081,0,,,None,1.153,30.75,111.25,1160.89,17.54,1021.1,17.71,2011,207.766,0.455,-0.673,15.08,,1,Description in Page 5,2.5,8.3,11.7,19.1,23.5,26.6,29.5,27.6,22.8,18.4,15.3,7.2,,,,,,,,,,,,
5513,8117,Xiao,Zigui National Forest Ecological Research Station,1.5,30.8,111.3,990,None,,,46,Pinus massoniana,Subtropical,Forest,Natural,18,1125,,,,IRGA,30,1,,829,571,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,13,26,,,5,0.513,0.081,0,,,None,1.153,30.75,111.25,1160.89,17.54,1021.1,17.71,2011,207.766,0.455,-0.673,12.83,,1,Description in Page 5,2.5,8.3,11.7,19.1,23.5,26.6,29.5,27.6,22.8,18.4,15.3,7.2,,,,,,,,,,,,
5514,8186,Wu,Geshikao Nature Reserve,1,26.18,117.47,315,None,,,,Castanopsis carlesii,Subtropical,Forest,Natural,20.1,1670,,,,IRGA,15,1,,1434,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,24,0.801,5,1.053,0.068,0,,,,2.078,26.25,117.25,1634.58,17.34,2144.2,17.88,2012,283.006,0.411,1.801,17.02,,1,Figure 1,6.7,9.1,13.8,18.6,22.6,24.5,26.8,26.4,23,20.1,13.8,9.1,,,,,,,,,,,,
5515,8186,Wu,Geshikao Nature Reserve,1,26.18,117.47,315,None,,,,Castanopsis carlesii,Subtropical,Forest,Managed,20.1,1670,,,,IRGA,15,1,,1118,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,24,0.81,5,0.792,0.071,0,,,,1.611,26.25,117.25,1634.58,17.34,2144.2,17.88,2012,283.006,0.411,1.801,17.02,,1,Figure 1,6.7,9.1,13.8,18.6,22.6,24.5,26.8,26.4,23,20.1,13.8,9.1,,,,,,,,,,,,
5521,8307,Chen,Hailuogou Glacier and Forest National Park,1,29.42,101.83,,None,,,200,Abies fabri,Temperate,Forest,Natural,5.3,1900,,,,IRGA,10,1,,908,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,14,,0.61,5,1.3,0.13,0,,,,,29.25,101.75,930.98,1.1,914.9,1.97,2009,107.972,0.426,-0.149,5.5,,1,Table 1,-7.1,-2.3,-0.8,2.6,5.7,7.3,8.8,8.1,7.5,3,-2.9,-6.3,,,,,,,,,,,,
5522,8307,Chen,Hailuogou Glacier and Forest National Park,1,29.42,101.83,,None,,,60,Abies fabri,Temperate,Forest,Unmanaged,5.3,1900,,,,IRGA,10,1,,643,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,16,,0.58,5,0.8,0.11,0,,,,,29.25,101.75,930.98,1.1,914.9,1.97,2009,107.972,0.426,-0.149,6.4,,1,Table 1,-7.1,-2.3,-0.8,2.6,5.7,7.3,8.8,8.1,7.5,3,-2.9,-6.3,,,,,,,,,,,,
5523,8307,Chen,Hailuogou Glacier and Forest National Park,1,29.42,101.83,,None,,,10,Astragalus adsurgens; Anaphalis aureopunctata,Temperate,Shrubland,Managed,5.3,1900,,,,IRGA,10,1,,1135,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,20,,0.55,5,0.37,0.19,0,,,,,29.25,101.75,930.98,1.1,914.9,1.97,2009,107.972,0.426,-0.149,8.9,,1,Table 1,-7.1,-2.3,-0.8,2.6,5.7,7.3,8.8,8.1,7.5,3,-2.9,-6.3,,,,,,,,,,,,
